Helpful,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
0,1,13,74.95,40.06,1,99,4.33,7.69,84.62,69.23,38.46,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,7.69,7.69,7.69,0,15.38,15.38,15.38,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,23.08,23.08,0,0,0,0,0,0
0,1,7,18.12,97.11,1,99,3.5,42.86,85.71,28.57,28.57,28.57,28.57,14.29,0,0,14.29,0,0,28.57,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,28.57,0,0,0,0,0,0,28.57,14.29,0,28.57,0,0,0,0,0,28.57,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,42.86,14.29,0,0,28.57,0,0,0
0,1,16,13.27,99,15.38,20.23,8,12.5,100,81.25,68.75,12.5,12.5,0,0,12.5,0,0,0,25,12.5,6.25,6.25,12.5,18.75,6.25,0,25,0,6.25,0,0,0,0,12.5,0,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,18.75,6.25,0,6.25,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,0,6.25,6.25,0,0,0
0,1,20,15.41,1,28.56,20.23,10,10,90,75,65,15,10,10,0,0,0,0,5,20,10,5,5,15,0,10,5,20,10,5,0,0,0,0,10,0,10,0,5,0,0,0,5,0,10,5,5,10,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,10,5,5,0,0,0,0,0
0,1,26,93.9,1,81.58,20.23,13,15.38,80.77,69.23,61.54,15.38,11.54,11.54,0,0,0,0,3.85,19.23,11.54,0,23.08,3.85,7.69,3.85,0,7.69,3.85,3.85,0,0,0,0,15.38,0,15.38,0,3.85,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,7.69,0,3.85,3.85,0,0,0,3.85,0,3.85,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0
0,1,10,3.8,3.95,7.03,99,5,10,100,70,60,30,10,10,0,0,0,0,20,20,10,0,0,10,10,0,0,10,10,0,0,0,0,0,10,0,10,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,20,0,0,0,0,0,0
0,1,28,18.12,9.23,2.36,98.65,9.33,21.43,92.86,71.43,64.29,21.43,10.71,10.71,0,0,0,0,10.71,14.29,7.14,0,10.71,17.86,3.57,3.57,0,21.43,3.57,3.57,3.57,0,0,3.57,17.86,0,17.86,0,3.57,3.57,3.57,7.14,0,0,7.14,7.14,0,0,0,0,0,0,0,0,10.71,7.14,3.57,3.57,0,0,0,3.57,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,3.57,7.14,7.14,0,0,7.14,0,0,0,3.57,10.71,0,0,0,0,0,0,10.71,10.71,0,0,0,0,0,0
0,1,27,66.04,8.59,10.18,99,6.75,11.11,92.59,74.07,55.56,11.11,0,0,0,0,0,0,11.11,22.22,11.11,3.7,7.41,14.81,0,3.7,0,18.52,14.81,7.41,3.7,0,3.7,0,7.41,0,7.41,0,0,0,0,0,7.41,0,11.11,11.11,0,7.41,7.41,0,0,0,0,0,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93,3.7,0,0,0,0,0,3.7,3.7,11.11,0,0,0,0,0,0,0,25.93,11.11,3.7,0,11.11,0,0,0
0,1,33,36.2,5.27,50.45,96.12,16.5,9.09,87.88,81.82,60.61,15.15,9.09,6.06,0,3.03,0,0,6.06,12.12,9.09,0,12.12,15.15,3.03,6.06,3.03,27.27,12.12,6.06,0,0,0,0,12.12,0,12.12,3.03,3.03,0,0,0,6.06,0,6.06,6.06,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,3.03,6.06,0,0,0,0,0,15.15,6.06,0,3.03,0,0,0,3.03,0,0,15.15,0,0,0,0,0,0,12.12,6.06,3.03,0,0,3.03,0,0
0,1,61,19.57,1,92.94,97.57,15.25,13.11,90.16,81.97,62.3,16.39,11.48,11.48,0,0,0,0,4.92,14.75,11.48,1.64,8.2,13.11,8.2,8.2,1.64,22.95,11.48,1.64,0,0,0,0,16.39,0,16.39,3.28,3.28,1.64,6.56,4.92,4.92,0,6.56,6.56,0,1.64,1.64,0,0,0,0,0,1.64,1.64,1.64,0,0,0,0,0,0,0,0,0,1.64,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,6.56,0,3.28,1.64,1.64,0,0,3.28,6.56,8.2,0,0,0,0,0,0,11.48,6.56,1.64,0,0,3.28,0,0
0,1,227,41.54,1.55,80.75,54.44,16.21,11.45,89.43,75.33,60.79,12.33,4.41,4.41,0,0,0,0,7.93,16.74,10.57,1.76,12.78,11.45,6.61,7.93,4.41,19.38,7.93,3.96,0.88,0,0.88,0,11.89,3.08,8.81,1.76,0.44,0.44,2.2,0.44,4.41,0,3.96,3.08,0.88,2.2,1.76,0.44,0,0.44,0,0,4.41,3.52,0,0.44,0.44,0.44,1.76,0.44,0,0,0,0,0,0,0,0,1.76,1.32,0,0.44,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0.88,0,0,0,0,0,0,10.13,11.89,0,3.96,6.17,1.76,0,0.88,2.64,1.32,8.81,2.64,0,0,0,0,0,19.82,6.17,3.52,0,0,2.2,7.93,0
0,1,27,55.25,1,10.18,77.5,13.5,14.81,77.78,74.07,66.67,7.41,0,0,0,0,0,0,7.41,25.93,11.11,0,14.81,11.11,3.7,14.81,3.7,14.81,14.81,11.11,0,0,0,0,14.81,0,14.81,0,0,0,7.41,0,11.11,0,3.7,3.7,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,0,0,0,7.41,3.7,0,0,0,3.7,0,0,0,0,11.11,0,0,0,0,0,0,11.11,7.41,3.7,0,0,0,0,0
0,1,12,73.36,40.06,39.59,99,12,25,83.33,41.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,25,8.33,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
0,1,36,92.86,13.82,39.59,64,12,11.11,88.89,75,58.33,11.11,5.56,5.56,0,0,0,0,5.56,25,16.67,0,13.89,8.33,2.78,5.56,0,19.44,5.56,5.56,8.33,2.78,2.78,2.78,16.67,2.78,13.89,2.78,2.78,5.56,0,5.56,2.78,0,2.78,2.78,0,2.78,2.78,0,0,0,0,0,11.11,8.33,5.56,0,0,0,0,2.78,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,5.56,0,0,5.56,0,0,0,5.56,8.33,2.78,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
0,1,25,7.03,1.98,99,99,12.5,8,92,76,60,16,8,8,0,0,0,0,8,24,8,8,4,8,12,8,4,16,12,4,4,0,4,0,12,4,8,4,0,4,4,0,0,0,8,8,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,4,8,0,0,0,16,0,4,4,0,0,0,0,0,4,0,0,0,4,0,0,0
0,1,47,67.32,18.61,16.56,53.17,23.5,12.77,76.6,65.96,55.32,8.51,0,0,0,0,0,0,8.51,17.02,12.77,0,12.77,10.64,6.38,10.64,0,17.02,2.13,6.38,2.13,0,2.13,0,8.51,0,8.51,2.13,0,2.13,2.13,0,4.26,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,4.26,8.51,0,0,6.38,2.13,0,0,2.13,0,8.51,4.26,0,0,0,0,0,6.38,6.38,0,0,0,0,0,0
0,1,11,45.12,40.06,1,99,11,0,100,81.82,54.55,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,9.09,18.18,0,18.18,18.18,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
0,1,58,84,40.06,31.84,91.69,29,10.34,81.03,75.86,53.45,12.07,6.9,3.45,1.72,0,1.72,0,5.17,22.41,13.79,3.45,10.34,6.9,1.72,6.9,0,18.97,8.62,5.17,3.45,1.72,1.72,0,6.9,0,6.9,1.72,0,1.72,1.72,0,1.72,0,5.17,5.17,0,1.72,1.72,0,0,0,0,0,6.9,3.45,0,0,0,0,1.72,3.45,0,0,1.72,0,0,0,0,0,1.72,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,5.17,0,0,0,0,0,0,6.9,6.9,0,3.45,5.17,0,0,0,3.45,5.17,8.62,0,0,0,0,0,0,8.62,5.17,1.72,0,0,0,1.72,0
0,1,9,89.52,40.06,1,99,9,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.89,0,88.89,0,0,0,0,0
0,1,38,6.22,7.5,33.61,92.27,12.67,10.53,86.84,76.32,57.89,7.89,5.26,0,2.63,0,0,2.63,2.63,7.89,7.89,0,5.26,18.42,10.53,7.89,5.26,23.68,13.16,2.63,2.63,2.63,0,0,21.05,0,21.05,0,0,7.89,5.26,0,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,2.63,0,0,0,0,5.26,5.26,0,0,2.63,0,0,2.63,10.53,15.79,2.63,0,0,0,0,0,0,10.53,7.89,2.63,0,0,0,0,0
0,1,15,99,40.06,1,97.84,15,6.67,100,66.67,33.33,0,0,0,0,0,0,0,0,13.33,6.67,0,20,0,0,0,0,13.33,13.33,6.67,6.67,0,6.67,0,13.33,0,13.33,0,6.67,0,6.67,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,20,6.67,13.33,0,0,0,0,0
0,1,20,89.52,3.95,99,20.23,10,10,85,75,45,15,5,5,0,0,0,0,10,20,10,0,15,5,0,5,0,10,20,15,5,0,5,0,15,0,15,10,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,5,0,0,5,10,5,5,0,0,0,0,0,0,15,10,5,0,0,0,0,0
0,1,38,36.67,1.34,93.14,61.63,19,26.32,92.11,71.05,63.16,13.16,7.89,5.26,0,2.63,0,0,5.26,18.42,5.26,0,13.16,10.53,7.89,7.89,0,13.16,13.16,15.79,0,0,0,0,21.05,0,21.05,2.63,2.63,2.63,5.26,0,13.16,0,2.63,2.63,0,0,0,0,0,0,0,0,5.26,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,7.89,2.63,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,13.16,5.26,2.63,5.26,5.26,0,0,0,0,7.89,0,0,0,0,0,0,13.16,5.26,7.89,0,0,0,0,0
0,1,43,19.49,1,82.44,99,10.75,6.98,95.35,74.42,67.44,20.93,13.95,11.63,0,0,0,2.33,6.98,16.28,6.98,2.33,11.63,9.3,4.65,9.3,2.33,11.63,4.65,4.65,4.65,0,2.33,2.33,9.3,2.33,6.98,0,0,0,0,2.33,4.65,0,13.95,13.95,0,4.65,4.65,0,0,0,0,0,6.98,4.65,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,4.65,2.33,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,2.33,0,0,2.33,0,0,0,4.65,4.65,2.33,2.33,0,0,0,0,0,13.95,2.33,2.33,0,6.98,2.33,0,0
0,1,21,42.52,1,99,99,10.5,19.05,95.24,71.43,47.62,14.29,9.52,9.52,0,0,0,0,4.76,14.29,9.52,0,4.76,0,14.29,4.76,0,14.29,9.52,0,0,0,0,0,19.05,0,19.05,9.52,4.76,0,0,0,4.76,0,19.05,19.05,0,9.52,9.52,0,0,0,0,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.81,14.29,4.76,0,0,9.52,0,4.76,9.52,0,4.76,0,0,0,0,0,0,9.52,9.52,0,0,0,0,0,0
0,1,48,26.1,52.49,39.59,99,16,10.42,95.83,77.08,58.33,18.75,10.42,4.17,0,6.25,0,0,8.33,18.75,4.17,2.08,12.5,12.5,2.08,8.33,0,20.83,8.33,8.33,0,0,0,0,10.42,0,10.42,0,0,4.17,2.08,0,6.25,0,8.33,8.33,0,4.17,4.17,0,0,0,0,0,8.33,2.08,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,4.17,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,10.42,4.17,0,2.08,0,2.08,0,0,8.33,2.08,6.25,0,0,0,0,0,0,12.5,6.25,4.17,0,0,0,2.08,0
0,1,43,89.52,2.3,91.21,87.73,21.5,20.93,81.4,69.77,51.16,4.65,0,0,0,0,0,0,4.65,20.93,16.28,0,11.63,9.3,4.65,6.98,2.33,16.28,9.3,2.33,0,0,0,0,13.95,0,13.95,0,0,0,4.65,2.33,9.3,0,4.65,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,4.65,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,6.98,0,2.33,4.65,2.33,0,0,9.3,0,4.65,2.33,0,0,0,0,0,13.95,4.65,4.65,0,0,2.33,2.33,0
0,1,11,20.83,86.82,1,99,11,27.27,81.82,81.82,54.55,9.09,9.09,0,9.09,0,0,0,0,9.09,9.09,0,9.09,18.18,0,9.09,9.09,18.18,27.27,0,9.09,9.09,0,0,9.09,0,9.09,0,0,9.09,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,9.09,0,0
0,1,17,95.53,2.18,12.44,95.42,8.5,11.76,88.24,82.35,52.94,0,0,0,0,0,0,0,0,23.53,11.76,0,11.76,11.76,0,0,5.88,17.65,23.53,17.65,0,0,0,0,11.76,5.88,5.88,0,0,0,0,0,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0
0,1,19,36.67,3.34,99,99,19,15.79,89.47,78.95,52.63,15.79,15.79,10.53,0,0,0,5.26,0,5.26,0,0,15.79,5.26,10.53,5.26,0,21.05,10.53,0,0,0,0,0,10.53,0,10.53,0,5.26,0,0,0,5.26,0,10.53,10.53,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,10.53,0,0,10.53,0,0,0,5.26,0,5.26,0,0,0,0,0,0,10.53,5.26,5.26,0,0,0,0,0
0,1,64,34.33,58.66,3.08,43.51,21.33,18.75,93.75,73.44,60.94,14.06,7.81,0,0,0,6.25,0,6.25,17.19,6.25,0,14.06,9.38,7.81,9.38,1.56,17.19,10.94,3.13,1.56,0,1.56,0,7.81,0,7.81,1.56,1.56,0,3.13,0,3.13,0,1.56,1.56,0,0,0,0,0,0,0,0,9.38,1.56,0,0,0,0,1.56,7.81,0,0,6.25,0,3.13,0,0,3.13,9.38,3.13,0,4.69,0,1.56,3.13,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,6.25,3.13,12.5,6.25,0,4.69,7.81,0,0,4.69,10.94,1.56,0,0,0,0,0,0,4.69,4.69,0,0,0,0,0,0
0,1,50,5.22,3.95,75.94,81.12,16.67,12,94,86,72,26,10,6,0,4,0,0,16,12,6,0,10,12,6,8,2,20,4,2,0,0,0,0,26,2,24,2,6,2,8,2,10,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,4,6,8,2,0,0,0,0,0,14,6,8,0,0,0,0,0
0,1,11,6.68,40.06,50.45,99,11,0,100,90.91,72.73,36.36,18.18,18.18,0,0,0,0,18.18,27.27,0,0,18.18,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,18.18,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
0,1,36,95.3,84.23,1,99,9,5.56,86.11,63.89,50,19.44,11.11,2.78,0,0,8.33,0,8.33,19.44,8.33,0,19.44,0,2.78,0,0,8.33,5.56,2.78,8.33,2.78,2.78,2.78,2.78,0,2.78,2.78,2.78,0,0,0,0,0,8.33,8.33,0,5.56,5.56,0,0,0,0,0,16.67,5.56,0,0,0,0,0,11.11,2.78,0,11.11,0,0,0,0,0,8.33,0,0,5.56,2.78,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,8.33,5.56,0,0,2.78,2.78,0,0,2.78,2.78,8.33,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
0,1,37,89.52,40.06,20.17,20.23,18.5,8.11,94.59,64.86,51.35,10.81,10.81,5.41,0,0,5.41,0,0,10.81,8.11,0,18.92,5.41,5.41,5.41,0,13.51,5.41,0,8.11,2.7,0,5.41,10.81,0,10.81,0,5.41,0,2.7,0,2.7,0,5.41,2.7,2.7,0,0,0,0,0,0,0,10.81,2.7,0,0,0,0,0,8.11,2.7,0,0,8.11,0,0,0,0,8.11,2.7,5.41,0,0,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.22,16.22,0,2.7,5.41,8.11,0,0,2.7,0,5.41,0,0,0,0,0,0,8.11,5.41,2.7,0,0,0,0,0
0,1,44,76.99,27.64,20.79,55.62,8.8,18.18,93.18,68.18,56.82,22.73,15.91,9.09,0,0,6.82,0,6.82,22.73,9.09,6.82,13.64,0,2.27,4.55,0,6.82,6.82,4.55,4.55,2.27,2.27,0,9.09,0,9.09,2.27,2.27,2.27,0,0,2.27,0,2.27,2.27,0,0,0,0,0,0,0,0,11.36,0,0,0,0,0,0,9.09,2.27,0,6.82,2.27,0,0,0,0,6.82,4.55,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,2.27,4.55,0,2.27,0,0,0,0,9.09,2.27,0,0,2.27,0,0,0,6.82,6.82,0,6.82,0,0,0,0,0,11.36,11.36,0,0,0,0,0,0
0,1,118,29.33,8.08,93.04,73.26,16.86,19.49,87.29,77.12,61.02,14.41,4.24,3.39,0,0.85,0,0,10.17,16.1,9.32,0,11.86,11.02,8.47,11.02,0,19.49,10.17,4.24,1.69,0,0.85,0.85,13.56,0,13.56,2.54,2.54,0,3.39,1.69,5.93,0,6.78,5.08,1.69,4.24,3.39,0.85,0,0,0,0,3.39,2.54,0,0,0,0,1.69,0.85,0,0,0,0,0,0,0,0,2.54,0,0,1.69,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,6.78,12.71,0,0.85,11.86,0,0,0.85,1.69,0.85,12.71,0,0,0,0,0,0,21.19,7.63,5.08,0,0,5.08,3.39,0
0,1,79,54.15,2.5,7.36,2.78,15.8,13.92,84.81,74.68,58.23,15.19,5.06,5.06,0,0,0,0,10.13,20.25,6.33,1.27,13.92,7.59,3.8,7.59,1.27,16.46,7.59,10.13,2.53,0,0,2.53,15.19,2.53,12.66,0,3.8,2.53,2.53,0,5.06,0,5.06,1.27,3.8,2.53,1.27,1.27,0,0,1.27,0,2.53,1.27,0,0,0,0,0,0,0,0,0,0,1.27,0,0,1.27,5.06,1.27,0,1.27,2.53,0,0,0,0,0,0,0,0,0,0,0,1.27,1.27,0,0,0,0,0,0,6.33,2.53,0,0,1.27,1.27,0,0,1.27,3.8,6.33,0,0,0,0,0,0,8.86,6.33,0,0,0,1.27,1.27,0
0,1,12,73.36,40.06,3.81,99,12,8.33,83.33,75,58.33,8.33,0,0,0,0,0,0,8.33,33.33,8.33,16.67,8.33,8.33,0,8.33,0,8.33,33.33,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,455,48.23,4.41,63.35,20.23,23.95,14.29,84.84,72.75,60,15.82,7.91,6.15,0,1.54,0,0.22,7.91,18.46,10.99,1.1,12.75,10.77,5.71,6.81,1.76,17.8,5.93,2.2,1.1,0,0.22,0.88,16.7,2.2,14.51,3.3,1.76,2.2,2.86,0.66,5.05,0.22,2.64,1.32,1.32,0.22,0.22,0,0,0,0,0,3.52,1.54,0,0,0,0.44,0.66,1.76,0,0,0,0,0.22,0,0,0.22,1.76,0.88,0.44,0.22,0.22,0,0.88,0.44,0.44,0,0,0,0,0,0,1.98,0.22,0.22,0,0,0,0,0,0,4.4,9.89,0.22,1.32,3.96,3.52,0.22,0.44,2.42,4.18,7.25,1.54,0,0,0,0,0,14.95,5.05,1.98,0.22,0.22,3.96,3.52,0
0,1,96,11.66,40.06,39.59,91.93,19.2,18.75,89.58,75,62.5,20.83,10.42,6.25,0,4.17,0,0,10.42,12.5,3.13,1.04,14.58,11.46,9.38,8.33,0,17.71,9.38,4.17,4.17,1.04,1.04,2.08,14.58,2.08,12.5,0,1.04,3.13,5.21,1.04,4.17,0,7.29,6.25,1.04,3.13,3.13,0,0,0,0,0,9.38,2.08,1.04,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,2.08,0,2.08,2.08,0,1.04,1.04,1.04,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,6.25,4.17,0,1.04,2.08,0,0,1.04,6.25,1.04,8.33,1.04,0,0,0,0,0,10.42,5.21,2.08,0,0,2.08,1.04,0
0,1,18,19.76,13.82,1.17,99,4.5,27.78,72.22,44.44,38.89,16.67,5.56,5.56,0,0,0,0,11.11,11.11,5.56,0,0,11.11,0,5.56,0,11.11,5.56,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,16.67,16.67,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,0,0,5.56,5.56,0,0,0,11.11,0,0,0,0,0,0,22.22,0,0,0,22.22,0,0,0
